STEP 1:
* Warning
* Defending
* Criminalize
* Statement
* Issued
* Committed
* Stand
* Protection
* Fundamental
* Freedoms
* Universal
* Human
* Rights
* Believe
* Treated
* Equally
* Deeply
* Disappointed
* Anti-Homosexuality
* Bill
* Affront
* Danger
* Gay
* Community
* Step
* Backward
* Ugandans
* Reflect
* Poorly
* Commitment
* Protecting
* Human
* Rights
* People
* Serious
* Setback
* Enacting
* Legislation
* Complicate
* Valued
* Relationship
* Conveyed
* Message
* Homosexuality
* Illegal
* Colonial-era
* Law
* Criminalizes
* Sex
* Acts
* Against
* Order
* Nature
* Pledges
* Alarmed
* Rights
* Activists
* Prescribes
* Life
* Imprisonment
* Aggravated
* Homosexuality
* Defined
* Partners
* Infected
* HIV
* Minors
* Disabled
* Repeated
* Sexual
* Offenses
* Consenting
* Adults
* Unclear
* Lawmakers
* Passed
* Museveni
* Pressure
* Enact
* Measure
* Enjoys
* Broad
* Support
* Christian
* Clerics
* Lawmakers
* Needed
* Deter
* Western
* Homosexuals
* Recruiting
* Children
* Spoke
* Length
* Urged
* Largest
* Donor
* Sending
* Aid
* Annually
* Expected
* Review
* Relationship
* Eye
* Finding
* Ways
* Register
* Disappointment
* Law
* Sub-Saharan
* African
* Countries
* Homosexuals
* Face
* Severe
* Discrimination
* Jail
* Terms
* Nigeria
* Increased
* Penalties
* Gays
* Support
* Gay
* Rights
* Hallmarks
* Presidency
* Supports
* Same-sex
* Marriage
* Administration
* Eliminated
* Clinton-era
* Ban
* Openly
* Gay
* Service
* Military
* State
* Union
* Address
* Included
* Basketball
* Player
* Jason
* Collins
* First
* Male
* Athlete
* Major
* Sports
* Team
* Announce
* Gay
* Progress
* Welcomed
* University
* Missouri
* Football
* Player
* NFL
* Hopeful
* Gay
* Spoken
* Russian
* Law
* Banning
* Gay
* Propaganda
* Included
* Prominent
* Gay
* Athletes
* Delegations
* Opening
* Closing
* Ceremonies
* Sochi
* Olympics
END OF STEP 1

SUMMARY: Obama issued a warning and a statement defending homosexuals' human rights, noting that the criminalization of homosexuality in Uganda would be a step backward for Ugandans and reflect poorly on the country's commitment to protecting the human rights of its people. Obama stands for the protection of fundamental freedoms and universal human rights, and believes people everywhere should be treated equally. The President believes that enacting this legislation would complicate the valued relationship between the United States and Uganda. Homosexuality is already illegal in Uganda under colonial-era laws, and Museveni has pledged to sign a new bill that would further criminalize homosexuality, which has alarmed human rights activists around the world. The United States has conveyed its disappointment and urged Museveni not to sign the bill, but it is unclear if these efforts will be successful. Obama has made support for gay rights a hallmark of his presidency and has taken steps to promote equality both domestically and internationally. END OF SUMMARY.
