STEP 1:
* Tragic
* Sodomites
* Cause
* Concern
* Action
* Reported
* Hanged
* Executed
* Crimes
* Villains
* LGBT
* Headache
* Administration
* Trying
* Walk
* Tightrope
* Human
* Rights
* Anti-Semitism
* Arrest
* Journalists
* Oppression
* Women
* Argued
* Policy
* Constructive
* Engagement
* Pursuing
* Diplomacy
* Military
* Action
* Halt
* Nuclear
* Program
* Difficult
* Essential
* Managing
* Chaos
* Iraq
* Islamic
* State
* Airstrikes
* Militants
* Support
* Prime
* Minister
* Nouri
* Al-Maliki
* Disintegration
* Iraq
* Strategic
* Importance
* Abuse
* Conservatives
* Hawkish
* Policy
* Claim
* Topsy-Turvy
* World
* International
* Homosexuality
* Record
* Conservative
* Cause
* Liberal
* Hearing
* Committee
* Held
* Human
* Rights
* Iran
* Testified
* Hideous
* Record
* Criminalization
* Persecution
* Defenses
* Intellectual
* Father
* Right-Wing
* Religious
* Liberty
* Movement
* Domestically
* Opponent
* Equality
* Routine
* Criticize
* Repression
* Gays
* Lesbians
* Fact
* Remains
* Persecutes
* Enamored
* Bash
* Administration
* Doing
* Dicey
* Diplomatic
* Agenda
* Phenomenon
* Invoking
* Equality
* Justification
* Foreign
* Policies
* Theorist
* Homonationalism
* Years
* Fight
* Domestically
* Champion
* Overseas
* Serve
* Interests
* Moreover
* Americans
* Impose
* Conceptions
* Sexual
* Gender
* Identity
* Cultures
* Stomping
* Indigenous
* Thinking
* Sexuality
* Perpetuating
* Myth
* Diversity
* Western
* Invention
* Ironically
* Demanding
* Tolerance
* Homosexuality
* Inhibit
* Forms
* Sexuality
* Gender
* Identity
* Long-Standing
* Traditions
* Non-Western
* Culture
* Expect
* Administration
* Movement
* Raise
* Cry
* Travesty
* Justice
* Horrifying
* Tragedy
* Worse
END OF STEP 1

SUMMARY:
The tragic hanging of two sodomites in Iran is a cause for concern and action. As reported, the two men were hanged and possibly executed for consensual sodomy, adding to Iran's already hideous record of criminalization and persecution of LGBT individuals. This presents a headache for the Obama administration, which is trying to walk a tightrope between LGBT human rights and international politics. The administration is pursuing a policy of constructive engagement with Iran, despite its state anti-Semitism, arrest of journalists, and oppression of women. With over 400 executions in the first half of 2014 alone, the administration's efforts to halt Iran's nuclear program through diplomacy instead of military action are difficult. Iran's cooperation is also deemed essential in managing the chaos in Iraq and the Islamic State, making strategic importance a higher priority than human rights abuse. In the complex world of international LGBT politics, Iran's record on homosexuality is used as a conservative cause to bash the Obama administration's engagement policy. While some conservatives may genuinely support LGBT equality, they are selective in their defense of human rights, and routinely criticize Iran's repression of gays and lesbians. The administration finds itself caught between conservatives enamored with gay rights and those who oppose its diplomatic agenda. The phenomenon of invoking LGBT equality to justify foreign policies, known as homonationalism, has been criticized for imposing Western conceptions of sexuality and gender identity on other cultures, potentially inhibiting the tolerance of indigenous forms of sexual and gender expression. As a result, the administration and the LGBT movement are unlikely to raise a strong reaction to this latest travesty of justice, despite its horrifying nature.
END OF SUMMARY.
