STEP 1:
* Restrictions
* Assault
* Weapons
* Magazines
* Control
* Stiff
* Opposition
* Rights
* Advocates
* Lawmakers
* Addressing
* Pervasive
* Violence
* Entertainment
* Video
* Game
* Industries
* Proposals
* Vulnerable
* Right
* Thing
* Joined
* Children
* Wrote
* White
* House
* Following
* Connecticut
* Mass
* Shooting
* Killed
* Administration
* Facing
* Criticism
* Involving
* Positioned
* Address
* Issues
* Depth
* Access
* Mental
* Health
* Services
* Improve
* Safety
* America
* Schools
* Directed
* Federal
* Agencies
* Share
* Information
* Background
* Check
* System
* Proposed
* Rules
* Enforcement
* Full
* Ordered
* Centers
* Disease
* Research
* Causes
* Required
* Trace
* Criminal
* Investigations
* Steps
* Committing
* Official
* Controversial
* Elements
* Continue
* Congress
* Calls
* Universal
* Background
* Checks
* Extend
* Shows
* Private
* Sales
* Exemptions
* Transfers
* Family
* Situations
* Guidance
* Committing
* Billion
* Hiring
* Officers
* Pass
* Trafficking
* Laws
* Prohibit
* Straw
* Purchasing
* Mixed
* Response
* Lawmakers
* Accused
* Undermine
* Americans
* Constitutional
* Bear
* Arms
* Focusing
* Keeping
* Criminals
* Mentally
* Ill
* Nothing
* Stopped
* Massacre
* Targeting
* Amendment
* Rights
* Law-Abiding
* Citizens
* Addressing
* Underlying
* Causes
* Violence
* Leader
* Options
* Table
* Guns
* Finger
* Pull
* Trigger
* Sad
* Young
* Man
* Haunted
* Demons
* Saved
* Children
* Terror
* Groups
* Effort
* Misguided
* Killings
* Committed
* Assault
* Weapons
* Intends
* Target
* Local
* Officials
* Vowed
* Resist
* Action
* Launch
* Ad
* Called
* Elitist
* Hypocrite
* Daughters
* Security
* Detail
* Critical
* Groups
* Plans
* Address
* Security
* Installing
* Armed
* Schools
* Address
* Security
* Urging
* Helping
* Emergency
* Plans
* Proposing
* Initiative
* Hiring
* Resource
* Officers
* Professionals
* Proposing
* Training
* Teachers
* Recognize
* Mental
* Health
* Issues
* Young
* People
* Beefing
* Coverage
* Action
* Speaker
* Weigh
* Merits
* Proposals
* Committees
* Jurisdiction
* Review
* Senate
* Passes
* Bill
* Look
* Statement
END OF STEP 1

SUMMARY: President Obama urged new restrictions on assault weapons and magazines as part of his gun control plan. He faced stiff opposition from gun rights advocates and Republican lawmakers. The plan included steps to address the pervasive violence in entertainment and video games, improve access to mental health services, and enhance school safety. Obama directed federal agencies to share information with the background check system and proposed new rules for law enforcement. He also ordered research into gun violence causes and took steps to commit to official leadership. The most controversial elements are the proposals for Congress, including universal background checks and restrictions on assault weapons and magazines. Obama's plan received a mixed response from lawmakers, with some accusing him of undermining Americans' constitutional right to bear arms. The White House plan addresses school security and mental health issues, urging Congress to take action. Obama also plans to improve mental health coverage through executive action.
END OF SUMMARY.
