STEP 1:
* Opponents
* Charges
* Precedent
* Turnabout
* Fair
* Administration
* Lawyers
* ACLU
* Times
* Charges
* Secret
* Memos
* Underlying
* Drone
* Assassination
* Program
* Defeat
* Lawsuits
* ACLU
* Times
* Disclosure
* Key
* Legal
* Papers
* President
* Judge
* Jury
* Executioner
* Endanger
* Reputation
* Policymakers
* Smoking
* Guns
* Fiasco
* Trail
* Bombing
* Libya
* Fools
* Naive
* Truth
* Bureaucracies
* Vital
* Disclosures
* FOIA
* Mirage
* Censoring
* Files
* Denying
* Access
* Agencies
* Slammed
* Door
* Routine
* Requests
* Media
* Associated
* Press
* Administration
* Record
* Again
* Censoring
* Government
* Files
* Denying
* Access
* Hit
* Record
* Number
* Lawsuits
* Contesting
* FOIA
* Denials
* Clinton
* Presidency
* Blame
* Department
* Walking
* FOIA
* Requests
* Improperly
* Server
* FBI
* Worked
* Emails
* Computer
* Days
* Department
* FOIA
* Stonewalling
* Homeland
* Security
* FOIA
* Permitted
* Appointees
* Stifle
* FOIA
* Responses
* Process
* Reeks
* Nixonian
* Enemies
* List
* Intrusive
* Abusive
* Launching
* Enhanced
* Patdowns
* Require
* Screeners
* Touch
* Passengers
* Breasts
* Genitals
* Conceals
* Groping
* Catching
* Terrorists
* Bounty
* Goodwill
* Ending
* Revealing
* Memos
* Fixes
* Vanload
* Senior
* IRS
* Financial
* Managers
* Summoned
* Executive
* Office
* Building
* Permitted
* Peak
* Secret
* Office
* Management
* Budget
* Memo
* Explaining
* Administration
* Entitled
* Spend
* Billion
* Subsidies
* Consumer
* Health
* Insurance
* York
* Times
* IRS
* Officials
* Told
* Read
* Notes
* Copies
* Office
* Management
* Budget
* Officials
* Left
* Room
* Allowed
* Visitors
* Moment
* Absorb
* Document
* Returned
* Answer
* Questions
* Federal
* Judge
* Rosemary
* Collyer
* Slammed
* Administration
* Actions
* Unconstitutional
* Sweeping
* Regulations
* Rushed
* Law
* Shaky
* Rationales
* Scant
* Evidence
* Relying
* Bulldozing
* Legislative
* Transparency
* Issuing
* Major
* Regulations
* Environmental
* Protection
* Agency
* Scandalized
* Switcheroos
* Suppress
* Information
* Federal
* Law
* Required
* Disclose
* Opening
* Books
* Helpful
* Torrent
* Midnight
* Edicts
* Team
* Issued
* Months
* Polls
* Trust
* Federal
* Government
* Excessive
* Secrecy
* Spurs
* Presume
* Rulers
* Democracy
* Reveal
* Backstory
* Era
END OF SUMMARY: President-elect Donald Trump will face doubts about his legitimacy and be portrayed by his opponents as reckless and unprecedented. The best response to such charges is to follow President Obama's example and release secret memos. Trump should disclose the memos behind Obama's drone assassination program and the legal rationale for the president acting as judge, jury, and executioner. He should also open the files on the Syrian Civil War and the U.S. intervention in Libya, exposing bureaucratic failures and the arming of Al Qaeda-linked groups. Exposing the paper trail preceding the Libya bombing could prevent future follies. It is vital to compel disclosures as FOIA requests are often denied or censored by federal agencies. Trump should also reveal the memos behind Obama's "fixes" to the Affordable Care Act, the IRS spending of billions in subsidies, and the rushed regulations issued without legislative transparency. Opening the books would expose midnight edicts, excessive secrecy, and bureaucratic abuses. Revealing the truth behind the Obama administration's actions would be a booster shot for democracy.
SUMMARY:
