STEP 1:
* Memorials
* Monuments
* Mayors
* Scores
* Deaths
* Grim
* Bursts
* Violence
* Racist
* Ideology
* Malice
* Hate
* Speech
* Broadcast
* Deranged
* Easy
* Access
* Military-grade
* Firepower
* Awesome
* Responsibility
* Echo
* Chamber
* Talking
* Points
* Leadership
* Deadly
* Nexus
* Intolerance
* Sick
* Obsession
* Guns
* Hard
* Empowering
* Armed
* Simple
* Righteous
* Demands
* Forcefully
* Courageous
* Meaningful
* Lasting
* Steps
* Terrible
* Devastating
* Loss
* Fond
* Childhood
* Memories
* Great-grandmother
* Fanny
* Shane
* Courageously
* Fled
* Anti-Semitic
* Tsarist
* Russia
* Grandfather
* Salvador
* Bisabuela
* Brought
* Infant
* Century
* Migrants
* Sorrowful
* Fellowship
* Communities
* Trying
* Hold
* Civic
* Spirit
* Extreme
* Gun
* Common
* Conscience
* Runs
* American
* Story
* Involve
* Seriously
* Concerns
* Ideas
* Young
* Reminded
* Truth
* Inaugural
* Convened
* Hear
* Leaders
* Members
* Youth
* Council
* End
* Gun
* Violence
* Formed
* Mass
* Shooting
* Marjory
* Stoneman
* Douglas
* High
* School
* Students
* Meet
* Regularly
* Advise
* Issues
* Safety
* Engage
* People
* Generation-defining
* Challenge
* Matter
* Life
* Death
* First
* Class
* Created
* Provocative
* Campaign
* Draw
* Attention
* Absurdity
* Normalized
* Selected
* Cohort
* Fight
* Hard
* Status
* Quo
* Creates
* Market
* Bulletproof
* Backpacks
* Sized
* Elementary
* Want
* Anything
* Different
* First
* Americans
* Family
* Looking
* Chance
* Grow
* Free
* Healthy
* Unburdened
* Fear
* Face
* Adversity
* Feel
* Discouraged
* Heartbroken
* Paralyzed
* Alerts
* Emotions
* Directions
* Day
* Keep
* Reaching
* Beyond
* Grasp
* Hold
* Nation
* Belongs
* Inheritance
* Owe
* Risked
* Everything
* Build
* Country
* Greatest
* Nation

SUMMARY: In the aftermath of mass shootings, mayors from across the political spectrum are taking action to address the deadly nexus of intolerance, hate speech, and easy access to military-grade weapons. They are focused on empowering young people who are demanding courageous and meaningful steps to end gun violence. The author, a mayor, reflects on the personal connections to cities like Gilroy, Dayton, and El Paso, where their ancestors first discovered freedom and belonging, now marred by extreme gun violence. Young people inspire the movement, seeking the same freedoms from fear and violence as previous generations. Despite adversity and heartbreak, the author remains committed to reaching for a nation where everyone belongs and feels safe, leaving a legacy of courage and determination for future generations. END OF SUMMARY
