STEP 1:
* willingness
* reduce
* violence
* comprehensive
* major
* background
* checks
* assault
* weapons
* high-capacity
* clips
* difficulty
* bitterly
* divided
* Congress
* actions
* imposing
* limits
* tougher
* prosecution
* people
* lie
* sensible
* common-sense
* steps
* starting
* point
* worry
* politics
* focus
* makes
* sense
* works
* address
* Connecticut
* shooting
* confronting
* broader
* deficiencies
* country’s
* criminal
* justice
* mental
* health
* systems
* inviting
* attacks
* owners
* expressed
* fear
* abuse
* authority
* restrict
* rights
* threaten
* file
* articles
* impeachment
* regulate
* guns
* executive
* orders
* clear
* limits
* plans
* push
* beyond
* accomplish
* intense
* opposition
* rights
* groups
* National
* Rifle
* Association
* lawmakers
* support
* millions
* dollars
* election
* defining
* issue
* districts
* opening
* tighter
* rules
* shied
* politically
* charged
* issue
* years
* putting
* comprehensive
* list
* difference
* huge
* holes
* process
* set
* communities
* safe
* close
* emerging
* consensus
* Capitol
* Hill
* gun
* education
* groups
* improving
* system
* background
* check
* legislation
* exempts
* private
* sales
* shows
* priority
* relative
* other
* measures
* Biden
* task
* force
* considering
* Political
* capital
* debate
* spent
* universal
* background
* checks
* cracking
* trafficking
* enormous
* ceaseless
* pressure
* campaign
* administration
* keep
* pressure
* lawmakers
* public
* events
* weeks
* months
* scores
* senators
* wary
* curbing
* access
* ammunition
* longtime
* supporter
* gun
* rights
* likely
* debated
* separate
* pieces
* legislation
* introduced
* time
* reintroduce
* measure
* require
* exception
* undergo
* background
* check
* force
* states
* feed
* relevant
* data
* background
* check
* system
* flagged
END OF SUMMARY: President Obama is willing to use executive orders to reduce gun violence. He will embrace a comprehensive plan, including major legislation to expand background checks for gun purchases and 19 separate actions he can take without Congressional approval. These actions include imposing limits on guns imported from overseas, improving mental health records sharing, and directing research on gun violence. Obama is inviting attacks from gun owners who fear he will abuse his authority to restrict their rights. He faces intense opposition from gun rights groups and lawmakers they support. However, Obama's allies see an opening for tighter gun rules. There is an emerging consensus that improving the background check system is the most viable route, as it has huge holes that need to be closed to keep communities safe. Any efforts to pass gun legislation will require a ceaseless pressure campaign by the administration. Obama's legislative effort will likely face opposition in Congress, but gun safety efforts are expected to be debated separately over time.
SUMMARY:
