STEP 1: 
* alarmed
* alarmed
* damaging
* endorsed
* frenzzy
* good
* alarmed
* alarmed
* damaging
* charm
* apolitical
* alarming
* leaking
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
* damaging
